Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Payment_Mode,Ride Distance (km),Driver Ratings,Customer Rating
17-11-2025,03:31:23,BG-20251117-06021,Successful,CUST103657,Prime Sedan,Rajankunte,Cunningham Road,5,4.3,0,NA,0,NA,0,NA,182.25,Credit Card,8.01,4.6,4.6
10-11-2025,13:44:45,BG-20251110-06022,Cancelled by Customer,CUST105532,Prime SUV,Kalyan Nagar,Malleshwaram,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
26-11-2025,03:03:45,BG-20251126-06023,Successful,CUST103247,Bike,Koramangala,Koramangala,4,2,0,NA,0,NA,0,NA,65.48,Wallet,8.44,4.3,4.6
07-11-2025,05:11:55,BG-20251107-06024,Successful,CUST103550,Mini,Srirampura,MG Road,6.5,3.6,0,NA,0,NA,0,NA,112.39,UPI,4.24,3.9,4.6
16-11-2025,19:28:17,BG-20251116-06025,Cancelled by Customer,CUST101988,Prime SUV,Basavanagudi,Electronic City,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
01-11-2025,21:01:45,BG-20251101-06026,Successful,CUST101128,Bike,Banaswadi,Vijayanagar,3.3,2.8,0,NA,0,NA,0,NA,48.72,Cash,2.39,4.3,3.6
17-11-2025,04:45:16,BG-20251117-06027,Successful,CUST104771,eBike,Sirsi Circle,MG Road,5.9,1.2,0,NA,0,NA,0,NA,51.23,Cash,5.15,4.4,5
21-11-2025,10:12:24,BG-20251121-06028,Cancelled by Customer,CUST101288,Mini,Rajajinagar,Rajajinagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
29-11-2025,00:35:24,BG-20251129-06029,Successful,CUST105307,Bike,Kundalahalli,Koramangala 4th Block,4.6,3.7,0,NA,0,NA,0,NA,47.7,Wallet,1.92,3.6,5
09-11-2025,10:34:11,BG-20251109-06030,Cancelled by Driver,CUST105828,Prime SUV,Banaswadi,Bellandur,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
06-11-2025,01:59:36,BG-20251106-06031,Cancelled by Customer,CUST107970,Prime Plus,HSR Layout,Kalyan Nagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
19-11-2025,18:00:18,BG-20251119-06032,Successful,CUST100394,Bike,Sommanna Halli,Rajajinagar,6.3,5.8,0,NA,0,NA,0,NA,28.7,Cash,2.7,4.1,4.9
13-11-2025,05:11:16,BG-20251113-06033,Cancelled by Customer,CUST104371,Prime Plus,Byatarayanapura,Kengeri,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
03-11-2025,12:32:57,BG-20251103-06034,Successful,CUST105674,Prime Plus,Jayanagar,Basavanagudi,8.8,3.7,0,NA,0,NA,0,NA,106.61,Credit Card,3.82,4.6,4.5
07-11-2025,00:16:37,BG-20251107-06035,Cancelled by Customer,CUST102899,Auto,Whitefield 2,Yeshwanthpur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
22-11-2025,16:28:50,BG-20251122-06036,Cancelled by Driver,CUST102034,eBike,Shivajinagar,Basavanagudi,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
09-11-2025,12:09:29,BG-20251109-06037,Successful,CUST101478,Bike,Kudlu Gate,Kengeri,4.1,2.2,0,NA,0,NA,0,NA,26.67,Credit Card,0.3,4.9,5
22-11-2025,21:50:53,BG-20251122-06038,Cancelled by Customer,CUST104879,Mini,Koramangala,Koramangala,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
05-11-2025,03:07:11,BG-20251105-06039,Successful,CUST107205,Prime SUV,Sadashivanagar,JP Nagar,11.3,3.1,0,NA,0,NA,0,NA,232.62,Wallet,6.2,4.8,3.6
10-11-2025,20:16:16,BG-20251110-06040,Successful,CUST102129,Bike,Hombegowda Nagar,Basavanagudi,3.9,1.7,0,NA,0,NA,0,NA,35.72,Credit Card,2.62,4.9,4.4
23-11-2025,23:44:07,BG-20251123-06041,Cancelled by Driver,CUST103983,Prime SUV,Shivajinagar,Sirsi Circle,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
17-11-2025,15:32:45,BG-20251117-06042,Cancelled by Driver,CUST107824,Prime SUV,Marathahalli,Chamarajpet,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
12-11-2025,22:32:24,BG-20251112-06043,Cancelled by Customer,CUST100186,Prime Sedan,Seshadripuram,Rajajinagar 2,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
23-11-2025,17:05:17,BG-20251123-06044,Successful,CUST107287,Auto,Frazer Town,Frazer Town,2.7,1.9,0,NA,0,NA,0,NA,78.68,UPI,6.38,4.9,4.9
16-11-2025,07:36:27,BG-20251116-06045,Cancelled by Customer,CUST104920,Auto,Rajajinagar,Rajajinagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
03-11-2025,01:08:10,BG-20251103-06046,Successful,CUST107109,Auto,Koramangala 4th Block,Nagarbhavi,2.1,4.9,0,NA,0,NA,0,NA,38.9,Credit Card,1.49,4,4.2
30-11-2025,06:55:45,BG-20251130-06047,Cancelled by Driver,CUST106800,Auto,Domlur,JP Nagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
25-11-2025,11:10:39,BG-20251125-06048,Successful,CUST100329,Prime Plus,Kundalahalli,Nagarbhavi,6.1,5.8,0,NA,0,NA,0,NA,86.62,Wallet,0.3,5,4.4
22-11-2025,01:02:23,BG-20251122-06049,Incomplete,CUST102915,Prime SUV,Shivajinagar,Shivajinagar,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,3.54,NA,NA
09-11-2025,08:35:24,BG-20251109-06050,Successful,CUST102138,Mini,MG Road,Gottigere,4.2,3.7,0,NA,0,NA,0,NA,51.12,Credit Card,0.52,4.2,4.6
29-11-2025,02:49:56,BG-20251129-06051,Successful,CUST106437,Auto,Cunningham Road,Hombegowda Nagar,4.3,3.8,0,NA,0,NA,0,NA,40.13,Wallet,0.3,4.3,4.4
15-11-2025,19:07:40,BG-20251115-06052,Cancelled by Customer,CUST100693,Auto,Marathahalli,Byatarayanapura,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
05-11-2025,11:30:00,BG-20251105-06053,Cancelled by Customer,CUST107442,Bike,Ulsoor,Ulsoor,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
23-11-2025,23:39:37,BG-20251123-06054,Cancelled by Customer,CUST104834,Prime Sedan,Sahakara Nagar,Kudlu Gate,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
13-11-2025,22:19:59,BG-20251113-06055,Cancelled by Customer,CUST104037,Prime Plus,Kudlu Gate,Yeshwanthpur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
14-11-2025,13:33:15,BG-20251114-06056,Cancelled by Driver,CUST107201,Prime SUV,Whitefield,Byatarayanapura,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Wallet,NA,NA,NA
20-11-2025,14:19:13,BG-20251120-06057,Successful,CUST104814,Prime Plus,Ulsoor,Banashankari,6,3.8,0,NA,0,NA,0,NA,76.55,Cash,1.1,4.2,3.9
15-11-2025,06:41:51,BG-20251115-06058,Cancelled by Customer,CUST100397,Bike,Nagarbhavi,Shivajinagar,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Cash,NA,NA,NA
16-11-2025,17:31:23,BG-20251116-06059,Cancelled by Customer,CUST100221,Auto,Lalbagh,Frazer Town,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
23-11-2025,17:06:40,BG-20251123-06060,Successful,CUST102365,eBike,Frazer Town,Sommanna Halli,2.9,1.9,0,NA,0,NA,0,NA,23.24,Wallet,0.38,4.8,4.8
13-11-2025,13:53:42,BG-20251113-06061,Successful,CUST107543,Bike,Banaswadi,JP Nagar,4.6,2.7,0,NA,0,NA,0,NA,64.23,Credit Card,4.71,4.2,3.9
17-11-2025,00:53:19,BG-20251117-06062,Successful,CUST103672,eBike,Sommanna Halli,Sommanna Halli,3.4,4.1,0,NA,0,NA,0,NA,46.65,Cash,3.58,4.5,4.8
23-11-2025,14:08:17,BG-20251123-06063,Incomplete,CUST104309,Prime SUV,Marathahalli,Indiranagar,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,0.16,NA,NA
08-11-2025,10:33:58,BG-20251108-06064,Successful,CUST100567,Prime SUV,Banashankari,Sahakara Nagar,6.7,4.1,0,NA,0,NA,0,NA,186.4,Cash,4.99,4.9,4.7
21-11-2025,15:17:18,BG-20251121-06065,Cancelled by Driver,CUST102246,Auto,Whitefield 2,Adugodi,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Cash,NA,NA,NA
02-11-2025,02:11:37,BG-20251102-06066,Successful,CUST102555,Mini,Sommanna Halli,Sommanna Halli,4.4,3.4,0,NA,0,NA,0,NA,54.81,UPI,0.3,4.5,4.2
05-11-2025,17:55:41,BG-20251105-06067,Cancelled by Driver,CUST107974,Prime SUV,MG Road,MG Road,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
06-11-2025,04:08:12,BG-20251106-06068,Cancelled by Customer,CUST104038,eBike,Domlur,Banaswadi,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
12-11-2025,02:17:51,BG-20251112-06069,Successful,CUST103691,Prime Plus,Kundalahalli,Frazer Town,8.8,5.1,0,NA,0,NA,0,NA,109.16,Wallet,0.93,5,4.1
18-11-2025,06:53:35,BG-20251118-06070,Successful,CUST101877,Mini,Banaswadi,Banaswadi,10.2,3.9,0,NA,0,NA,0,NA,64.29,Cash,0.44,4.8,5
30-11-2025,12:40:12,BG-20251130-06071,Successful,CUST103934,Mini,Banaswadi,Rajankunte,8.5,2.5,0,NA,0,NA,0,NA,111.02,Cash,4.87,4.5,4.7
22-11-2025,09:15:57,BG-20251122-06072,Cancelled by Driver,CUST100439,Bike,Bellandur,Koramangala 4th Block,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Wallet,NA,NA,NA
22-11-2025,20:51:28,BG-20251122-06073,Successful,CUST104627,Bike,Kalyan Nagar,Kalyan Nagar,3.5,0.7,0,NA,0,NA,0,NA,24.83,Cash,0.33,4.2,3.6
01-11-2025,04:31:07,BG-20251101-06074,Successful,CUST102605,Auto,Adugodi,Kengeri,2.8,5,0,NA,0,NA,0,NA,39.79,Credit Card,1.57,4.7,4.7
30-11-2025,05:04:28,BG-20251130-06075,Successful,CUST106471,Auto,Indiranagar,Whitefield,5.6,5.1,0,NA,0,NA,0,NA,31.3,Credit Card,0.3,4.4,4.6
17-11-2025,03:57:43,BG-20251117-06076,Cancelled by Driver,CUST101087,Mini,Byatarayanapura,Koramangala,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
30-11-2025,19:42:15,BG-20251130-06077,Cancelled by Customer,CUST105413,Mini,Kudlu Gate,Frazer Town,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
11-11-2025,16:34:20,BG-20251111-06078,Successful,CUST104036,Prime Sedan,Lalbagh,Rajajinagar,7.5,1.4,0,NA,0,NA,0,NA,173.77,Wallet,6.88,4.6,4.4
10-11-2025,18:12:07,BG-20251110-06079,Successful,CUST101760,Prime SUV,MG Road,Banashankari,5.6,4.3,0,NA,0,NA,0,NA,111.74,Cash,0.3,4.6,4.5
19-11-2025,17:36:19,BG-20251119-06080,Cancelled by Customer,CUST105235,Auto,Jayanagar,Banashankari,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
14-11-2025,11:27:51,BG-20251114-06081,Incomplete,CUST104247,Prime SUV,Whitefield,MG Road,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Wallet,NA,NA,NA
26-11-2025,18:30:12,BG-20251126-06082,Cancelled by Customer,CUST106724,Prime Plus,JP Nagar,Yelahanka,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
10-11-2025,02:00:35,BG-20251110-06083,Successful,CUST107881,Prime SUV,Sahakara Nagar,Domlur,6.8,4.3,0,NA,0,NA,0,NA,135.95,Wallet,0.78,4.7,4.5
15-11-2025,04:33:37,BG-20251115-06084,Incomplete,CUST107339,Mini,Banashankari,Yelahanka,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Credit Card,NA,NA,NA
28-11-2025,09:36:49,BG-20251128-06085,Successful,CUST104780,eBike,Chamarajpet,Rajankunte,4.3,0.7,0,NA,0,NA,0,NA,27.16,Cash,2.41,5,3.7
19-11-2025,09:25:02,BG-20251119-06086,Cancelled by Customer,CUST101156,Bike,Seshadripuram,Outer Ring Road,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
04-11-2025,06:34:05,BG-20251104-06087,Successful,CUST103190,Prime Sedan,HSR Layout,Frazer Town,6.5,2.5,0,NA,0,NA,0,NA,91.78,Credit Card,0.3,5,4.2
02-11-2025,17:27:53,BG-20251102-06088,Cancelled by Driver,CUST101649,Auto,Jakkur,Vijayanagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
09-11-2025,17:55:58,BG-20251109-06089,Successful,CUST100676,eBike,Frazer Town,Peenya,4.9,4.6,0,NA,0,NA,0,NA,34.86,Credit Card,2.81,4.5,3.8
10-11-2025,17:17:13,BG-20251110-06090,Cancelled by Driver,CUST101192,Auto,Kudlu Gate,Whitefield,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
28-11-2025,06:30:01,BG-20251128-06091,Cancelled by Driver,CUST102622,Mini,Nagarbhavi,Sommanna Halli,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Cash,NA,NA,NA
11-11-2025,02:09:31,BG-20251111-06092,Cancelled by Customer,CUST105552,eBike,Marathahalli,Yelahanka New Town,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
14-11-2025,11:28:55,BG-20251114-06093,Cancelled by Driver,CUST100665,eBike,Byatarayanapura,Kengeri,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
07-11-2025,20:40:51,BG-20251107-06094,Successful,CUST105981,Prime Plus,Cunningham Road,Bellandur,6.6,2.8,0,NA,0,NA,0,NA,90.57,Wallet,2.57,4.2,3.8
23-11-2025,22:03:54,BG-20251123-06095,Successful,CUST107782,eBike,Yeshwanthpur,Yelahanka,6.4,1.6,0,NA,0,NA,0,NA,25.62,Credit Card,1.27,4,4.8
15-11-2025,18:44:09,BG-20251115-06096,Cancelled by Customer,CUST100813,eBike,Seshadripuram,Yeshwanthpur,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
22-11-2025,00:32:22,BG-20251122-06097,Successful,CUST106079,Prime SUV,Hombegowda Nagar,Koramangala 4th Block,6.2,2.2,0,NA,0,NA,0,NA,112.61,Credit Card,0.3,5,4.3
19-11-2025,05:39:48,BG-20251119-06098,Successful,CUST107234,Prime SUV,Rajankunte,Marathahalli,8.2,3,0,NA,0,NA,0,NA,282.32,Cash,9,4.9,4.5
22-11-2025,23:07:31,BG-20251122-06099,Cancelled by Customer,CUST106872,eBike,Kengeri,Sirsi Circle,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
15-11-2025,15:50:42,BG-20251115-06100,Successful,CUST101153,eBike,Marathahalli,Koramangala 4th Block,3.7,4.1,0,NA,0,NA,0,NA,25.35,Cash,0.3,4.8,5
30-11-2025,14:55:40,BG-20251130-06101,Successful,CUST103068,Auto,Kalyan Nagar,Kalyan Nagar,6.8,2.5,0,NA,0,NA,0,NA,70.64,Wallet,4.36,4.5,4.1
28-11-2025,18:17:53,BG-20251128-06102,Successful,CUST103131,Prime Plus,Yelahanka,Cunningham Road,4.3,3.1,0,NA,0,NA,0,NA,65.33,Credit Card,0.3,4.3,4
24-11-2025,13:03:44,BG-20251124-06103,Successful,CUST100965,Auto,Kudlu Gate,Jakkur,3.6,2.9,0,NA,0,NA,0,NA,41.86,Cash,2.16,4.5,5
08-11-2025,06:30:50,BG-20251108-06104,Successful,CUST103504,Mini,Banashankari,MG Road,6.8,4.5,0,NA,0,NA,0,NA,56.96,Wallet,0.69,5,4.8
11-11-2025,15:49:25,BG-20251111-06105,Successful,CUST106527,Prime Sedan,Peenya,Koramangala 4th Block,10.3,2.4,0,NA,0,NA,0,NA,150.53,Wallet,5.56,4.4,4.1
29-11-2025,02:47:37,BG-20251129-06106,Successful,CUST101236,Mini,Frazer Town,Kundalahalli,6.6,1.1,0,NA,0,NA,0,NA,64.63,UPI,0.3,4.3,5
09-11-2025,02:29:43,BG-20251109-06107,Successful,CUST104473,Prime Plus,Basavanagudi,Yelahanka New Town,6.5,3,0,NA,0,NA,0,NA,108.1,Wallet,2.35,4.8,4.7
15-11-2025,05:33:15,BG-20251115-06108,Successful,CUST106865,Prime Plus,Domlur,Indiranagar,5.6,5.8,0,NA,0,NA,0,NA,46.87,Cash,0.42,4.5,4.3
01-11-2025,21:34:41,BG-20251101-06109,Cancelled by Driver,CUST105802,Prime SUV,Shivajinagar,Koramangala 4th Block,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Cash,NA,NA,NA
30-11-2025,10:48:06,BG-20251130-06110,Cancelled by Driver,CUST107789,Prime SUV,Kalyan Nagar,Sommanna Halli,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Cash,NA,NA,NA
01-11-2025,00:44:33,BG-20251101-06111,Cancelled by Customer,CUST105798,Prime SUV,Shivajinagar,Bommanahalli,NA,NA,1,AC is not working,0,NA,0,NA,NA,UPI,NA,NA,NA
19-11-2025,09:41:30,BG-20251119-06112,Successful,CUST107804,Prime Sedan,Chamarajpet,Nagarbhavi,9.3,3.4,0,NA,0,NA,0,NA,155.57,UPI,5.12,4.1,3.9
03-11-2025,21:31:53,BG-20251103-06113,Cancelled by Customer,CUST103624,Prime Sedan,Rajajinagar 2,Koramangala,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
10-11-2025,06:31:06,BG-20251110-06114,Cancelled by Customer,CUST105553,Prime Plus,Kalyan Nagar,Chamarajpet,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
08-11-2025,14:00:06,BG-20251108-06115,Successful,CUST102106,Mini,Sommanna Halli,Hombegowda Nagar,4.8,4.8,0,NA,0,NA,0,NA,52.16,UPI,2.21,4.5,4.8
15-11-2025,01:01:28,BG-20251115-06116,Incomplete,CUST103442,Prime Plus,Peenya,Kundalahalli,NA,NA,0,NA,0,NA,1,Other Issue,NA,UPI,NA,NA,NA
10-11-2025,19:14:44,BG-20251110-06117,Successful,CUST107345,Auto,Domlur,Indiranagar,3.2,4.9,0,NA,0,NA,0,NA,36.95,UPI,0.3,4.9,4.6
01-11-2025,03:47:45,BG-20251101-06118,Cancelled by Customer,CUST103829,Prime Plus,Marathahalli,Marathahalli,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
29-11-2025,05:44:01,BG-20251129-06119,Successful,CUST105956,Prime SUV,Basavanagudi,Chamarajpet,6.7,2.8,0,NA,0,NA,0,NA,135.4,Credit Card,0.37,4.5,4.7
18-11-2025,09:01:40,BG-20251118-06120,Successful,CUST103912,Auto,JP Nagar,Kundalahalli,3,3.6,0,NA,0,NA,0,NA,42.21,UPI,2.3,4.7,4.3
02-11-2025,09:56:37,BG-20251102-06121,Cancelled by Customer,CUST106734,Mini,Jayanagar,Shivajinagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
19-11-2025,23:32:46,BG-20251119-06122,Incomplete,CUST102537,Prime SUV,Hombegowda Nagar,Sirsi Circle,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Credit Card,NA,NA,NA
13-11-2025,12:45:50,BG-20251113-06123,Successful,CUST105286,Prime Plus,JP Nagar,JP Nagar,7.3,4.7,0,NA,0,NA,0,NA,87.79,Credit Card,0.52,4.7,4.9
22-11-2025,06:57:26,BG-20251122-06124,Successful,CUST105950,eBike,Hombegowda Nagar,Koramangala 4th Block,2.1,2.4,0,NA,0,NA,0,NA,40.53,Credit Card,1.3,4.7,5
01-11-2025,02:40:38,BG-20251101-06125,Successful,CUST100748,eBike,Kudlu Gate,Rajajinagar,1.7,0.8,0,NA,0,NA,0,NA,19.8,Wallet,0.3,5,4.1
02-11-2025,23:59:23,BG-20251102-06126,Incomplete,CUST107249,Prime Sedan,Chamarajpet,Marathahalli,NA,NA,0,NA,0,NA,1,Other Issue,NA,UPI,NA,NA,NA
29-11-2025,05:52:53,BG-20251129-06127,Cancelled by Driver,CUST101754,Auto,Kudlu Gate,Richmond Town,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Wallet,NA,NA,NA
16-11-2025,03:40:22,BG-20251116-06128,Successful,CUST106992,Mini,Hebbal,Rajajinagar,5.8,3.7,0,NA,0,NA,0,NA,88.36,UPI,2.52,4.4,3.8
15-11-2025,13:54:24,BG-20251115-06129,Cancelled by Customer,CUST106842,Prime Plus,Jayanagar,Whitefield,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
13-11-2025,10:16:50,BG-20251113-06130,Successful,CUST107058,Mini,Richmond Town,Byatarayanapura,3.9,2.6,0,NA,0,NA,0,NA,76.89,Cash,3.54,4.4,4.4
16-11-2025,05:01:35,BG-20251116-06131,Successful,CUST102352,Prime Plus,Nagarbhavi,Outer Ring Road,5.7,2.4,0,NA,0,NA,0,NA,105.29,UPI,3.02,4.8,4
17-11-2025,00:23:59,BG-20251117-06132,Cancelled by Customer,CUST101814,Prime Sedan,Kundalahalli,Seshadripuram,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
21-11-2025,23:45:50,BG-20251121-06133,Cancelled by Driver,CUST100233,Auto,Vijayanagar,Rajankunte,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
29-11-2025,01:29:35,BG-20251129-06134,Cancelled by Customer,CUST102073,Auto,Outer Ring Road,Ulsoor,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
29-11-2025,05:43:20,BG-20251129-06135,Successful,CUST106666,Prime SUV,Banaswadi,Basavanagudi,7.5,4.7,0,NA,0,NA,0,NA,284.58,UPI,9.36,4.7,3.9
07-11-2025,00:41:06,BG-20251107-06136,Cancelled by Driver,CUST105594,Auto,Nagarbhavi,Nagarbhavi,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Cash,NA,NA,NA
24-11-2025,12:31:37,BG-20251124-06137,Cancelled by Driver,CUST101351,Prime SUV,Indiranagar,Yeshwanthpur,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Credit Card,NA,NA,NA
26-11-2025,14:47:56,BG-20251126-06138,Successful,CUST100205,Prime SUV,Basavanagudi,Whitefield 2,7.5,2.7,0,NA,0,NA,0,NA,188.27,Credit Card,3.98,5,4.7
17-11-2025,13:55:17,BG-20251117-06139,Successful,CUST107893,Bike,Kengeri,Srirampura,4.9,3,0,NA,0,NA,0,NA,68.03,Wallet,8.5,4.8,4.8
07-11-2025,13:02:51,BG-20251107-06140,Successful,CUST107542,Prime Sedan,Nagarbhavi,Sirsi Circle,6.1,2.8,0,NA,0,NA,0,NA,119.7,Wallet,2.44,4.8,4
13-11-2025,01:55:28,BG-20251113-06141,Successful,CUST100608,Mini,Byatarayanapura,Srirampura,5.6,3.8,0,NA,0,NA,0,NA,53.07,Credit Card,1.01,4.4,4.1
05-11-2025,15:21:49,BG-20251105-06142,Successful,CUST107322,Prime SUV,Kengeri,Yeshwanthpur,8.5,5.9,0,NA,0,NA,0,NA,199.16,Wallet,3.7,4.7,4.8
26-11-2025,20:44:07,BG-20251126-06143,Cancelled by Driver,CUST100778,Bike,Chamarajpet,Jayanagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
17-11-2025,11:21:28,BG-20251117-06144,Cancelled by Driver,CUST103431,eBike,Electronic City,Domlur,NA,NA,0,NA,1,Customer related issue,0,NA,NA,UPI,NA,NA,NA
03-11-2025,12:10:32,BG-20251103-06145,Cancelled by Customer,CUST101698,eBike,Sommanna Halli,Byatarayanapura,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
07-11-2025,02:36:44,BG-20251107-06146,Incomplete,CUST107754,Mini,Lalbagh,Kengeri,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Wallet,1.16,NA,NA
26-11-2025,09:20:39,BG-20251126-06147,Successful,CUST104482,Bike,Sirsi Circle,Cunningham Road,7.9,2.9,0,NA,0,NA,0,NA,20.39,UPI,2.06,5,3.9
17-11-2025,21:41:58,BG-20251117-06148,Incomplete,CUST103892,Prime SUV,HSR Layout,Electronic City,NA,NA,0,NA,0,NA,1,Other Issue,NA,Credit Card,NA,NA,NA
07-11-2025,16:49:58,BG-20251107-06149,Incomplete,CUST103111,Mini,Kudlu Gate,Kalyan Nagar,NA,NA,0,NA,0,NA,1,Other Issue,NA,Credit Card,NA,NA,NA
21-11-2025,18:26:39,BG-20251121-06150,Successful,CUST104317,Bike,Yelahanka,Kudlu Gate,1.2,2.9,0,NA,0,NA,0,NA,23.6,Wallet,0.6,4.3,4.5
01-11-2025,07:41:24,BG-20251101-06151,Cancelled by Customer,CUST100826,Prime SUV,Hombegowda Nagar,Nagarbhavi,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
17-11-2025,19:03:11,BG-20251117-06152,Cancelled by Customer,CUST103487,Prime SUV,Basavanagudi,Jayanagar,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
30-11-2025,21:35:22,BG-20251130-06153,Successful,CUST104695,Mini,Kalyan Nagar,Indiranagar,3.5,4,0,NA,0,NA,0,NA,37.88,Wallet,1.7,4.5,3.6
17-11-2025,00:44:42,BG-20251117-06154,Successful,CUST106433,Bike,Indiranagar,Kundalahalli,5.1,3.6,0,NA,0,NA,0,NA,23.54,UPI,0.59,5,3.7
11-11-2025,10:34:06,BG-20251111-06155,Successful,CUST103473,Mini,JP Nagar,Domlur,4.8,3.6,0,NA,0,NA,0,NA,70.51,Cash,3.48,4.8,4.7
25-11-2025,06:03:52,BG-20251125-06156,Successful,CUST101529,Prime Sedan,Lalbagh,Richmond Town,5.9,4.4,0,NA,0,NA,0,NA,126.91,Cash,3.66,4.9,4.7
27-11-2025,04:43:17,BG-20251127-06157,Successful,CUST105019,eBike,Whitefield,Vijayanagar,6.7,2.1,0,NA,0,NA,0,NA,139.01,Credit Card,19.33,4.9,4.4
29-11-2025,09:37:20,BG-20251129-06158,Successful,CUST102520,Mini,Whitefield 2,HSR Layout,5.7,1.5,0,NA,0,NA,0,NA,75.38,Wallet,2.47,4.4,4.4
