Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Rating,Customer Rating,Payment Mode
2025-11-16,07:46:44,BG-20251116-06450,Incomplete,CUST107946,Prime SUV,Cunningham Road,Adugodi,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-05,05:41:11,BG-20251105-06451,Successful,CUST106536,Bike,Chamarajpet,Indiranagar,3.1,4.3,0,,0,,0,,39.56,3.26,4.4,4.4,Cash
2025-11-21,16:42:47,BG-20251121-06452,Incomplete,CUST103818,Bike,Bellandur,Koramangala 4th Block,,,0,,0,,1,Customer Demand,,,,,Credit Card
2025-11-29,23:17:08,BG-20251129-06453,Cancelled by Customer,CUST104562,eBike,Hombegowda Nagar,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-10,18:08:28,BG-20251110-06454,Successful,CUST106207,Mini,Outer Ring Road,Outer Ring Road,6.6,3.1,0,,0,,0,,124.81,6.43,4.8,4.7,Cash
2025-11-19,23:19:29,BG-20251119-06455,Cancelled by Driver,CUST105533,Bike,Bommanahalli,Srirampura,,,0,,1,Personal & Car related issues,0,,,,,,Credit Card
2025-11-25,04:02:48,BG-20251125-06456,Successful,CUST105848,Prime SUV,Hombegowda Nagar,MG Road,2.1,3.2,0,,0,,0,,196.95,4.43,5.0,4.4,UPI
2025-11-04,02:37:46,BG-20251104-06457,Successful,CUST103950,eBike,Peenya,Lalbagh,2.6,2.8,0,,0,,0,,44.07,5.79,5.0,4.9,Wallet
2025-11-29,15:55:24,BG-20251129-06458,Cancelled by Driver,CUST101004,eBike,Banashankari,Gottigere,,,0,,1,The customer was coughing/sick,0,,,,,,Cash
2025-11-29,04:17:47,BG-20251129-06459,Cancelled by Customer,CUST105365,Prime SUV,Shivajinagar,Kudlu Gate,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-19,21:05:55,BG-20251119-06460,Successful,CUST101612,Prime Sedan,JP Nagar,Yeshwanthpur,6.0,6.0,0,,0,,0,,136.04,3.18,4.3,3.8,UPI
2025-11-11,14:42:28,BG-20251111-06461,Successful,CUST102368,Mini,Marathahalli,Malleshwaram,6.3,3.2,0,,0,,0,,66.42,1.26,4.0,4.0,Credit Card
2025-11-02,04:37:56,BG-20251102-06462,Cancelled by Customer,CUST102346,eBike,Frazer Town,Frazer Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-10,08:45:14,BG-20251110-06463,Successful,CUST106541,Mini,Hebbal,Koramangala,7.3,2.0,0,,0,,0,,58.55,1.65,4.8,4.7,UPI
2025-11-29,06:17:30,BG-20251129-06464,Successful,CUST100239,Prime SUV,Frazer Town,Nagarbhavi,6.4,6.0,0,,0,,0,,258.08,7.31,5.0,4.9,UPI
2025-11-11,21:35:01,BG-20251111-06465,Successful,CUST102470,Auto,HSR Layout,Koramangala,4.0,2.6,0,,0,,0,,41.97,0.32,5.0,2.7,Wallet
2025-11-25,02:58:03,BG-20251125-06466,Successful,CUST101128,Mini,Jakkur,Srirampura,6.9,4.5,0,,0,,0,,55.38,1.57,4.5,4.4,Wallet
2025-11-20,16:36:59,BG-20251120-06467,Cancelled by Driver,CUST103990,Prime Plus,Indiranagar,Rajajinagar,,,0,,1,The customer was coughing/sick,0,,,,,,Cash
2025-11-16,22:29:38,BG-20251116-06468,Cancelled by Customer,CUST103532,Prime SUV,Kalyan Nagar,Gottigere,,,1,Change of plans,0,,0,,,,,,Wallet
2025-11-19,01:21:00,BG-20251119-06469,Cancelled by Customer,CUST102748,Auto,Byatarayanapura,Nagarbhavi,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-23,01:02:09,BG-20251123-06470,Cancelled by Customer,CUST105504,Mini,Chamarajpet,Kundalahalli,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-24,08:42:31,BG-20251124-06471,Successful,CUST102590,Mini,Jakkur,MG Road,3.8,3.5,0,,0,,0,,53.19,0.36,4.9,4.9,Wallet
2025-11-11,17:25:44,BG-20251111-06472,Successful,CUST107028,Prime SUV,Banashankari,Rajajinagar,8.8,2.5,0,,0,,0,,139.74,1.55,4.5,3.9,UPI
2025-11-14,06:45:46,BG-20251114-06473,Successful,CUST102965,Mini,Kalyan Nagar,Seshadripuram,6.4,3.3,0,,0,,0,,122.04,5.69,4.0,4.2,Credit Card
2025-11-02,20:35:55,BG-20251102-06474,Successful,CUST100059,Prime Sedan,Srirampura,Koramangala 4th Block,5.9,4.1,0,,0,,0,,110.85,2.01,3.9,4.7,Wallet
2025-11-23,21:18:20,BG-20251123-06475,Incomplete,CUST106797,eBike,Kengeri,Yelahanka New Town,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-28,01:55:55,BG-20251128-06476,Successful,CUST101664,Bike,Srirampura,Bommanahalli,2.7,2.6,0,,0,,0,,63.48,8.34,4.7,4.1,Cash
2025-11-05,18:14:02,BG-20251105-06477,Successful,CUST103053,Prime Sedan,Ulsoor,Malleshwaram,6.9,3.8,0,,0,,0,,89.6,0.54,4.8,4.1,Cash
2025-11-27,19:31:30,BG-20251127-06478,Successful,CUST104330,Mini,Outer Ring Road,Hebbal,7.4,4.6,0,,0,,0,,38.08,0.3,4.4,4.3,Wallet
2025-11-05,12:18:13,BG-20251105-06479,Cancelled by Customer,CUST106317,Prime SUV,Gottigere,Whitefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-19,17:02:16,BG-20251119-06480,Successful,CUST103684,Prime SUV,JP Nagar,Vijayanagar,3.1,0.5,0,,0,,0,,175.36,3.1,4.3,4.9,UPI
2025-11-21,06:01:02,BG-20251121-06481,Successful,CUST103220,Prime SUV,Kundalahalli,Lalbagh,5.0,6.7,0,,0,,0,,172.61,2.99,5.0,3.6,UPI
2025-11-12,01:46:48,BG-20251112-06482,Successful,CUST104612,Auto,Indiranagar,Jayanagar,5.1,3.4,0,,0,,0,,53.88,3.86,4.1,4.2,UPI
2025-11-18,11:13:23,BG-20251118-06483,Cancelled by Customer,CUST104239,Auto,Banashankari,Ulsoor,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-04,00:20:25,BG-20251104-06484,Incomplete,CUST102269,Mini,Banashankari,Kudlu Gate,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-22,03:23:16,BG-20251122-06485,Successful,CUST100780,Mini,Banaswadi,Kengeri,5.7,6.0,0,,0,,0,,61.69,0.3,4.2,4.5,Cash
2025-11-17,19:23:06,BG-20251117-06486,Successful,CUST107989,Prime SUV,Cunningham Road,Nagarbhavi,8.0,2.9,0,,0,,0,,128.57,0.94,5.0,5.0,Credit Card
2025-11-10,04:16:12,BG-20251110-06487,Incomplete,CUST102659,Auto,Ulsoor,Malleshwaram,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-20,04:47:59,BG-20251120-06488,Successful,CUST106611,Mini,Rajajinagar 2,Jayanagar,4.5,1.4,0,,0,,0,,57.11,0.3,4.4,4.6,Cash
2025-11-06,15:04:00,BG-20251106-06489,Successful,CUST105927,Auto,Rajajinagar,Koramangala,3.4,2.6,0,,0,,0,,53.26,2.32,5.0,5.0,Cash
2025-11-25,10:36:27,BG-20251125-06490,Cancelled by Customer,CUST105262,eBike,Bommanahalli,Nagarbhavi,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-14,13:28:01,BG-20251114-06491,Cancelled by Customer,CUST103416,eBike,Jayanagar,Jayanagar,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-11,07:54:35,BG-20251111-06492,Successful,CUST105980,Prime SUV,Sahakara Nagar,Lalbagh,4.9,3.1,0,,0,,0,,154.64,2.9,4.8,5.0,UPI
2025-11-11,12:22:32,BG-20251111-06493,Successful,CUST105467,Bike,Banaswadi,HSR Layout,4.1,3.7,0,,0,,0,,32.19,3.79,4.8,5.0,Credit Card
2025-11-29,18:52:49,BG-20251129-06494,Cancelled by Driver,CUST103529,Auto,Electronic City,Kundalahalli,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-18,21:15:34,BG-20251118-06495,Successful,CUST100216,Prime SUV,Vijayanagar,Hebbal,6.0,4.6,0,,0,,0,,163.61,3.16,4.6,4.5,Wallet
2025-11-27,01:54:18,BG-20251127-06496,Successful,CUST103012,eBike,Outer Ring Road,Byatarayanapura,3.2,4.4,0,,0,,0,,41.87,2.05,3.8,4.8,Wallet
2025-11-23,20:41:26,BG-20251123-06497,Cancelled by Customer,CUST101367,Auto,Nagarbhavi,Marathahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-22,20:41:14,BG-20251122-06498,Successful,CUST100586,Prime Plus,Vijayanagar,Vijayanagar,2.3,2.8,0,,0,,0,,57.56,0.85,4.9,4.7,Cash
2025-11-18,06:59:28,BG-20251118-06499,Successful,CUST100098,Bike,Sirsi Circle,Jakkur,3.8,5.7,0,,0,,0,,42.23,0.63,4.7,4.3,Wallet
2025-11-24,08:54:59,BG-20251124-06500,Incomplete,CUST107816,Prime Sedan,Banaswadi,Chamarajpet,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-23,19:46:20,BG-20251123-06501,Successful,CUST100557,Bike,Malleshwaram,Gottigere,5.3,5.1,0,,0,,0,,39.5,0.3,5.0,4.5,Cash
2025-11-11,17:04:15,BG-20251111-06502,Successful,CUST102265,Prime Plus,Whitefield 2,Kudlu Gate,3.1,3.1,0,,0,,0,,150.42,6.69,4.7,4.2,Cash
2025-11-21,15:04:00,BG-20251121-06503,Successful,CUST100568,eBike,Sirsi Circle,Richmond Town,2.2,5.8,0,,0,,0,,21.9,0.65,4.4,4.1,UPI
2025-11-12,20:46:36,BG-20251112-06504,Incomplete,CUST100789,Prime Plus,Marathahalli,Kudlu Gate,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-05,15:09:52,BG-20251105-06505,Successful,CUST105511,Mini,Basavanagudi,Sahakara Nagar,5.6,1.5,0,,0,,0,,55.93,0.3,4.4,3.6,UPI
2025-11-23,13:10:58,BG-20251123-06506,Successful,CUST100585,Bike,Kundalahalli,Basavanagudi,2.3,4.2,0,,0,,0,,51.71,5.13,5.0,3.9,UPI
2025-11-09,16:07:26,BG-20251109-06507,Successful,CUST104528,Auto,Jakkur,Gottigere,4.0,3.5,0,,0,,0,,53.07,0.38,4.9,4.5,Credit Card
2025-11-27,04:34:48,BG-20251127-06508,Successful,CUST106571,Mini,Banashankari,Sommanna Halli,7.0,4.7,0,,0,,0,,69.92,2.21,4.1,4.9,Wallet
2025-11-25,16:20:41,BG-20251125-06509,Successful,CUST105485,Auto,Shivajinagar,Hebbal,3.9,4.0,0,,0,,0,,92.3,6.75,4.6,4.6,Cash
2025-11-09,00:06:35,BG-20251109-06510,Successful,CUST104561,Prime SUV,MG Road,MG Road,6.0,3.7,0,,0,,0,,143.42,1.2,5.0,3.7,Cash
2025-11-22,14:37:49,BG-20251122-06511,Successful,CUST102616,Bike,Banashankari,Kundalahalli,4.7,5.0,0,,0,,0,,21.79,0.4,4.3,4.6,Credit Card
2025-11-10,03:00:45,BG-20251110-06512,Successful,CUST105502,Auto,Sahakara Nagar,Gottigere,5.0,2.7,0,,0,,0,,49.61,4.72,5.0,4.5,Cash
2025-11-22,10:00:59,BG-20251122-06513,Cancelled by Driver,CUST107918,Prime Plus,Richmond Town,Koramangala,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-19,05:06:34,BG-20251119-06514,Cancelled by Driver,CUST106555,Mini,Rajajinagar 2,Rajankunte,,,0,,1,The customer was coughing/sick,0,,,,,,Cash
2025-11-01,12:45:06,BG-20251101-06515,Successful,CUST106791,Prime SUV,Lalbagh,Jakkur,1.9,5.1,0,,0,,0,,148.88,1.37,5.0,4.0,Cash
2025-11-07,16:28:52,BG-20251107-06516,Successful,CUST103380,Mini,Kundalahalli,Domlur,3.2,2.6,0,,0,,0,,52.6,0.35,4.7,3.8,Wallet
2025-11-04,10:21:45,BG-20251104-06517,Successful,CUST101532,Auto,Rajajinagar,Sommanna Halli,4.5,0.7,0,,0,,0,,40.44,2.31,4.7,3.7,Wallet
2025-11-01,11:50:28,BG-20251101-06518,Successful,CUST104741,Mini,Kalyan Nagar,Whitefield 2,6.8,3.0,0,,0,,0,,126.64,6.44,4.7,3.7,Credit Card
2025-11-15,05:55:52,BG-20251115-06519,Successful,CUST107558,Prime Sedan,Frazer Town,Banashankari,6.8,3.7,0,,0,,0,,369.02,19.51,4.5,3.9,Cash
2025-11-08,23:02:51,BG-20251108-06520,Cancelled by Driver,CUST102742,Prime Sedan,Banashankari,Seshadripuram,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-12,14:26:33,BG-20251112-06521,Cancelled by Customer,CUST100563,Prime SUV,Kundalahalli,Hebbal,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-22,10:56:26,BG-20251122-06522,Successful,CUST106654,Prime Sedan,Malleshwaram,Kudlu Gate,4.1,2.3,0,,0,,0,,134.49,3.59,4.8,4.3,UPI
2025-11-22,15:43:44,BG-20251122-06523,Cancelled by Driver,CUST103019,Prime Sedan,Hombegowda Nagar,Srirampura,,,0,,1,Customer related issue,0,,,,,,Cash
2025-11-18,15:51:05,BG-20251118-06524,Successful,CUST104697,Bike,Sahakara Nagar,Jayanagar,2.0,3.8,0,,0,,0,,22.88,0.48,4.9,4.3,Wallet
2025-11-15,23:45:04,BG-20251115-06525,Successful,CUST101172,Prime Sedan,Hombegowda Nagar,Outer Ring Road,1.2,4.1,0,,0,,0,,161.37,4.7,4.6,4.8,UPI
2025-11-17,02:22:19,BG-20251117-06526,Successful,CUST101222,eBike,Peenya,Whitefield,3.5,3.1,0,,0,,0,,29.7,1.95,4.7,4.2,UPI
2025-11-29,00:21:03,BG-20251129-06527,Incomplete,CUST100000,Bike,Bommanahalli,Rajajinagar,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-14,03:41:45,BG-20251114-06528,Successful,CUST105286,Prime SUV,Shivajinagar,Frazer Town,2.4,3.8,0,,0,,0,,261.66,7.82,4.3,4.8,Credit Card
2025-11-14,14:56:57,BG-20251114-06529,Successful,CUST102777,eBike,Whitefield,Electronic City,1.5,2.2,0,,0,,0,,24.96,1.22,5.0,4.3,Credit Card
2025-11-18,06:46:38,BG-20251118-06530,Successful,CUST101227,Bike,Srirampura,Whitefield,4.0,6.3,0,,0,,0,,74.54,8.61,4.1,4.9,Credit Card
2025-11-20,21:03:21,BG-20251120-06531,Cancelled by Customer,CUST104481,eBike,Hombegowda Nagar,Sahakara Nagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-18,13:38:27,BG-20251118-06532,Successful,CUST106044,Prime SUV,Bommanahalli,Cunningham Road,6.4,4.7,0,,0,,0,,160.55,2.1,5.0,4.5,Credit Card
2025-11-16,08:55:52,BG-20251116-06533,Successful,CUST102245,Bike,Peenya,Hebbal,3.8,1.0,0,,0,,0,,45.63,1.75,4.1,4.8,Credit Card
2025-11-01,08:30:24,BG-20251101-06534,Incomplete,CUST102419,Mini,Whitefield,Whitefield,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-23,15:35:32,BG-20251123-06535,Successful,CUST102280,Mini,Rajankunte,Nagarbhavi,7.7,2.7,0,,0,,0,,144.96,8.54,4.5,4.4,Cash
2025-11-27,14:42:59,BG-20251127-06536,Successful,CUST105060,Bike,Bommanahalli,Koramangala,2.8,3.1,0,,0,,0,,30.27,1.05,4.1,4.8,Cash
2025-11-11,16:06:53,BG-20251111-06537,Successful,CUST107257,Prime SUV,HSR Layout,Yelahanka,5.7,4.4,0,,0,,0,,161.29,2.86,5.0,4.0,Cash
2025-11-15,17:43:17,BG-20251115-06538,Cancelled by Driver,CUST106570,Mini,JP Nagar,Marathahalli,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-12,14:23:18,BG-20251112-06539,Successful,CUST107109,eBike,Whitefield 2,Gottigere,4.0,2.2,0,,0,,0,,20.04,0.34,5.0,4.4,Wallet
2025-11-08,04:37:30,BG-20251108-06540,Successful,CUST106069,Bike,Byatarayanapura,Hombegowda Nagar,5.3,4.8,0,,0,,0,,21.8,0.3,5.0,5.0,Wallet
2025-11-22,07:13:34,BG-20251122-06541,Successful,CUST100103,eBike,Electronic City,Ulsoor,4.0,3.7,0,,0,,0,,43.61,2.66,4.3,4.4,UPI
2025-11-20,21:13:41,BG-20251120-06542,Successful,CUST101108,Prime Plus,Richmond Town,Koramangala 4th Block,8.5,4.1,0,,0,,0,,185.19,9.45,4.4,3.8,Credit Card
2025-11-30,02:03:54,BG-20251130-06543,Successful,CUST107152,Mini,Koramangala 4th Block,Kudlu Gate,7.6,2.5,0,,0,,0,,77.8,2.42,4.5,3.7,Cash
2025-11-06,08:20:28,BG-20251106-06544,Successful,CUST106371,Mini,Rajankunte,Malleshwaram,8.3,4.4,0,,0,,0,,128.6,5.58,4.6,4.3,Cash
2025-11-03,18:29:18,BG-20251103-06545,Successful,CUST102569,Auto,Sadashivanagar,Sirsi Circle,1.9,5.7,0,,0,,0,,58.97,4.51,4.3,4.2,Credit Card
2025-11-28,06:45:31,BG-20251128-06546,Cancelled by Customer,CUST107697,Auto,Vijayanagar,Sadashivanagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-24,18:46:13,BG-20251124-06547,Successful,CUST102386,Prime Plus,Gottigere,Kudlu Gate,7.4,4.4,0,,0,,0,,191.69,9.19,4.4,4.3,Wallet
2025-11-26,20:38:12,BG-20251126-06548,Successful,CUST107149,Prime Plus,Sahakara Nagar,Kengeri,6.8,3.3,0,,0,,0,,101.13,0.3,3.9,5.0,Credit Card
2025-11-30,12:52:06,BG-20251130-06549,Successful,CUST105338,Prime SUV,Seshadripuram,Malleshwaram,4.6,2.7,0,,0,,0,,118.82,1.48,5.0,4.8,Credit Card
2025-11-13,23:02:59,BG-20251113-06550,Cancelled by Customer,CUST105740,Prime Sedan,Domlur,Peenya,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-13,01:08:43,BG-20251113-06551,Successful,CUST105318,Bike,Kengeri,JP Nagar,6.0,4.2,0,,0,,0,,37.22,2.87,4.8,4.1,UPI
2025-11-02,04:36:43,BG-20251102-06552,Cancelled by Customer,CUST100426,Auto,Frazer Town,Sahakara Nagar,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-05,18:19:01,BG-20251105-06553,Successful,CUST102902,Prime Plus,Gottigere,Yeshwanthpur,4.5,4.2,0,,0,,0,,113.98,3.21,5.0,5.0,Cash
2025-11-17,11:49:57,BG-20251117-06554,Cancelled by Driver,CUST106276,Prime Sedan,Chamarajpet,Bellandur,,,0,,1,The customer was coughing/sick,0,,,,,,UPI
2025-11-06,17:33:58,BG-20251106-06555,Successful,CUST107613,Mini,Shivajinagar,Kudlu Gate,6.0,2.1,0,,0,,0,,60.13,0.3,5.0,4.2,Wallet
2025-11-02,23:23:58,BG-20251102-06556,Successful,CUST103592,Prime Sedan,Banashankari,Malleshwaram,8.5,3.9,0,,0,,0,,348.33,18.36,4.9,4.6,Wallet
2025-11-04,11:51:59,BG-20251104-06557,Successful,CUST100420,eBike,Hebbal,JP Nagar,6.5,3.5,0,,0,,0,,50.66,5.94,5.0,4.5,Credit Card
2025-11-22,11:35:51,BG-20251122-06558,Cancelled by Driver,CUST101819,Auto,Rajankunte,Outer Ring Road,,,0,,1,The customer was coughing/sick,0,,,,,,Wallet
2025-11-26,04:54:53,BG-20251126-06559,Successful,CUST107528,Mini,Banaswadi,Nagarbhavi,8.1,5.0,0,,0,,0,,95.54,2.36,4.2,3.6,Wallet
2025-11-11,10:28:17,BG-20251111-06560,Successful,CUST105014,Mini,Whitefield,Richmond Town,6.8,3.0,0,,0,,0,,77.01,1.43,4.3,4.4,Cash
2025-11-08,08:19:52,BG-20251108-06561,Successful,CUST103738,Prime Plus,Indiranagar,Cunningham Road,3.4,2.5,0,,0,,0,,113.38,2.6,4.3,4.0,Credit Card
2025-11-12,17:43:45,BG-20251112-06562,Successful,CUST101478,Bike,Banashankari,Electronic City,4.5,2.5,0,,0,,0,,21.86,0.31,4.4,3.8,Credit Card
2025-11-08,02:38:42,BG-20251108-06563,Cancelled by Customer,CUST103574,Mini,Byatarayanapura,Chamarajpet,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Cash
2025-11-11,12:36:46,BG-20251111-06564,Cancelled by Driver,CUST107192,Prime Plus,Indiranagar,Koramangala 4th Block,,,0,,1,Personal & Car related issues,0,,,,,,UPI
2025-11-22,03:22:01,BG-20251122-06565,Incomplete,CUST100160,Mini,HSR Layout,Hombegowda Nagar,,,0,,0,,1,Other Issue,,,,,Cash
2025-11-20,03:56:59,BG-20251120-06566,Successful,CUST107362,Prime SUV,Koramangala,Kengeri,3.1,4.0,0,,0,,0,,118.42,0.3,4.4,4.2,Wallet
2025-11-08,00:26:57,BG-20251108-06567,Successful,CUST100479,Prime Sedan,Lalbagh,Whitefield,4.7,4.2,0,,0,,0,,87.27,0.56,5.0,4.8,Credit Card
2025-11-29,11:56:56,BG-20251129-06568,Cancelled by Customer,CUST100745,Prime SUV,Chamarajpet,Rajajinagar 2,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-08,14:04:32,BG-20251108-06569,Successful,CUST101516,Prime Plus,Kalyan Nagar,Adugodi,6.9,3.4,0,,0,,0,,83.19,1.76,4.5,4.5,UPI
2025-11-26,06:44:36,BG-20251126-06570,Cancelled by Driver,CUST106367,Prime Plus,Malleshwaram,Whitefield,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-30,20:04:00,BG-20251130-06571,Cancelled by Customer,CUST104693,Mini,Kengeri,Vijayanagar,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-17,15:28:55,BG-20251117-06572,Successful,CUST105672,Prime Sedan,Kundalahalli,Kundalahalli,4.2,2.4,0,,0,,0,,116.27,2.01,4.2,4.3,UPI
2025-11-20,04:59:19,BG-20251120-06573,Successful,CUST102219,Bike,Nagarbhavi,Domlur,5.9,2.9,0,,0,,0,,33.4,3.64,4.8,5.0,Wallet
2025-11-20,07:55:22,BG-20251120-06574,Successful,CUST104724,Prime Plus,HSR Layout,Cunningham Road,4.3,3.0,0,,0,,0,,115.17,2.76,5.0,4.5,UPI
2025-11-23,15:34:47,BG-20251123-06575,Successful,CUST102037,eBike,Koramangala,Gottigere,4.0,3.3,0,,0,,0,,30.2,3.14,4.6,4.6,Wallet
2025-11-16,02:45:53,BG-20251116-06576,Successful,CUST101522,Auto,MG Road,Marathahalli,1.6,3.6,0,,0,,0,,66.33,5.11,4.6,3.7,Wallet
2025-11-14,07:22:47,BG-20251114-06577,Successful,CUST104867,eBike,MG Road,Hombegowda Nagar,2.1,3.3,0,,0,,0,,41.38,3.11,4.5,5.0,UPI
2025-11-30,16:48:43,BG-20251130-06578,Successful,CUST100024,Prime Plus,Marathahalli,Koramangala,5.4,5.1,0,,0,,0,,84.58,1.07,4.0,4.8,UPI
2025-11-11,17:25:08,BG-20251111-06579,Successful,CUST100590,eBike,Malleshwaram,Banashankari,3.7,2.9,0,,0,,0,,24.16,0.3,3.8,5.0,Credit Card
2025-11-07,06:16:00,BG-20251107-06580,Cancelled by Customer,CUST107660,Prime Plus,Gottigere,Nagarbhavi,,,1,Driver asked to cancel,0,,0,,,,,,Wallet
2025-11-16,16:13:10,BG-20251116-06581,Successful,CUST104244,Prime Sedan,Jayanagar,Indiranagar,7.7,3.8,0,,0,,0,,90.51,0.98,4.4,4.2,Wallet
2025-11-13,18:55:49,BG-20251113-06582,Cancelled by Driver,CUST103876,Bike,Bommanahalli,Banaswadi,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-27,10:11:00,BG-20251127-06583,Successful,CUST105915,Prime SUV,Yeshwanthpur,Jayanagar,8.6,5.5,0,,0,,0,,146.9,2.64,3.9,4.3,UPI
2025-11-15,12:31:44,BG-20251115-06584,Successful,CUST102515,Prime SUV,Electronic City,Richmond Town,4.2,2.1,0,,0,,0,,126.18,0.3,4.3,3.9,Cash
2025-11-24,16:03:25,BG-20251124-06585,Incomplete,CUST105081,Prime SUV,Rajankunte,Cunningham Road,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-16,06:48:16,BG-20251116-06586,Successful,CUST107674,Prime Sedan,Koramangala,Koramangala,7.4,3.8,0,,0,,0,,88.91,1.72,4.6,4.8,UPI
2025-11-27,23:08:21,BG-20251127-06587,Cancelled by Customer,CUST103532,eBike,Koramangala,Richmond Town,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-21,00:58:35,BG-20251121-06588,Cancelled by Customer,CUST107762,Auto,HSR Layout,Kengeri,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-23,01:14:14,BG-20251123-06589,Successful,CUST102312,eBike,Hombegowda Nagar,Indiranagar,3.5,2.6,0,,0,,0,,65.75,5.18,4.8,5.0,Wallet
2025-11-24,06:21:13,BG-20251124-06590,Successful,CUST105294,Mini,Malleshwaram,Kalyan Nagar,3.7,1.6,0,,0,,0,,62.6,1.43,4.5,4.3,Cash
2025-11-09,20:32:00,BG-20251109-06591,Cancelled by Customer,CUST107997,Prime Plus,Chamarajpet,Rajajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-03,03:48:47,BG-20251103-06592,Successful,CUST105510,Bike,Kudlu Gate,Kundalahalli,2.7,4.4,0,,0,,0,,24.38,2.72,4.6,5.0,UPI
2025-11-19,19:11:10,BG-20251119-06593,Successful,CUST105496,Prime Plus,Cunningham Road,Koramangala 4th Block,6.4,3.5,0,,0,,0,,58.1,0.48,5.0,4.9,Credit Card
2025-11-20,13:52:59,BG-20251120-06594,Successful,CUST102152,Prime SUV,Kudlu Gate,Shivajinagar,5.5,2.5,0,,0,,0,,256.34,7.5,4.7,4.8,UPI
2025-11-05,07:04:25,BG-20251105-06595,Successful,CUST104620,Prime SUV,Sadashivanagar,Electronic City,4.3,3.1,0,,0,,0,,125.68,0.76,4.3,4.7,UPI
2025-11-10,14:58:20,BG-20251110-06596,Cancelled by Customer,CUST102341,Prime Sedan,Sadashivanagar,Adugodi,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-17,16:36:39,BG-20251117-06597,Cancelled by Customer,CUST105268,Mini,Sommanna Halli,Sommanna Halli,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-15,05:55:30,BG-20251115-06598,Successful,CUST103398,Prime Plus,Domlur,MG Road,4.9,3.2,0,,0,,0,,198.31,7.21,4.3,5.0,UPI
2025-11-23,02:18:22,BG-20251123-06599,Successful,CUST106337,Mini,Hombegowda Nagar,Frazer Town,7.4,3.1,0,,0,,0,,85.3,2.72,4.5,4.8,Cash
2025-11-25,21:47:23,BG-20251125-06600,Successful,CUST105554,Prime Sedan,Hombegowda Nagar,Hombegowda Nagar,7.7,1.6,0,,0,,0,,98.37,1.06,5.0,4.4,Credit Card
2025-11-08,20:11:57,BG-20251108-06601,Successful,CUST100394,Prime Plus,Whitefield,Kengeri,5.4,3.2,0,,0,,0,,75.56,0.65,4.7,4.9,Cash
2025-11-15,03:34:35,BG-20251115-06602,Successful,CUST102769,Prime Sedan,MG Road,Hombegowda Nagar,8.9,3.9,0,,0,,0,,100.54,0.54,4.4,4.3,Wallet
2025-11-21,07:33:39,BG-20251121-06603,Successful,CUST102288,Prime Sedan,Lalbagh,Sommanna Halli,5.6,5.5,0,,0,,0,,218.98,8.59,4.1,4.0,Cash
